Title,Author,Subject,Source,Type,Publication Date,Link,License,Description
Introduction to Consumer Behaviour,"Andrea Niosi, Kwantlen Polytechnic University",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=42a6f6e6-2576-46f5-812d-7e06fec04309&contributor=&keyword=&subject=,Attribution-NonCommercial-ShareAlike,"This open textbook was designed for students studying business or marketing at an undergraduate level. It draws on the fields of marketing, business, communications, media studies, psychology, sociology, and anthropology. The book invites readers to examine the internal forces that shape consumer decision making, such as perceptions, motivations, personality, and attitudes as well as the external ones, such as social and situational influences, culture, and subcultures. This text centres the lived experiences of today’s consumers, specifically, undergraduate students. The author has also made efforts to decentre whiteness and dominant culture perspectives wherever possible to ensure a broader and more accurate representation of diverse consumers.

This OER contains content created by students from Kwantlen Polytechnic University and is best used alongside the Ancillary Resource Guide that contains several essays, case studies, assignments, and project outlines, and an accompanying multiple choice test bank."
Student Success,"Mary Shier, College of the Rockies",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=4c4519e9-fa99-4399-82c9-8cd03d3a749e&contributor=&keyword=&subject=,Attribution,"This book offers study skills and practices for college and university students to help them make a positive transition to post-secondary education, learn how to be a successful student, and make the most of their learning experience. This textbook was created to provide a resource for the ABE provincial level course, Student Success, and it provides resources to meet all the required and optional learning outcomes. The course can be used an elective course towards the BC Adult Graduation Diploma. Students don’t need to be taking a Student Success course to benefit from this text. Post-secondary students can use this material to help them become better, more successful students. Faculty can use any parts of it to give to their students in any of their courses as applicable. Others (anyone) can use applicable life skills chapters. The book is written so each chapter stands on its own as an independent topic and doesn’t require knowledge of previous chapters, so students and instructors can use only the sections they need."
Basic Analysis: Introduction to Real Analysis - Volume 2,Jiri Lebl,N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=eb105be4-a7dc-4ebc-b5ce-b4eeaed238f5&contributor=&keyword=&subject=,Attribution-ShareAlike,"This book is a continuation of Basic Analysis: Introduction to Real Analysis - Volume 1. Volume II continues into multivariable analysis, starting with differential calculus, including inverse and implicit function theorems, continuing with differentiation under the integral and path integrals, which are often not covered in a course like this, and multivariable Riemann integral. Finally, there is also a chapter on power series, Arzelà–Ascoli, Stone–Weierstrass, and Fourier series. Together, the two volumes provide enough material for several different types of year-long sequences. A student who absorbs the first volume and the first three chapters of volume II should be more than prepared for real and complex analysis courses at the graduate level."
Basic Analysis I: Introduction to Real Analysis - Volume 1,Jiri Lebl,N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=1a921a0a-b24b-4040-92ca-79bc9d289110&contributor=&keyword=&subject=,Attribution-ShareAlike,"This is a course in undergraduate real analysis, also known as advanced calculus. The book works for both basic courses for students who do not necessarily wish to go to graduate school and also more advanced courses that prepare students for graduate study and cover topics such as metric spaces. A prerequisite for the course is a basic proof course. This book starts with analysis on the real line, going through sequences, series, and then into continuity, the derivative, and the Riemann integral using the Darboux approach. There are plenty of available detours along the way, or you can power through toward the metric spaces in chapter 7. The philosophy is that metric spaces are absorbed much better by the students after they have gotten comfortable with basic analysis techniques in the very concrete setting of the real line. As a bonus, the book can be used both by slower-paced, more concrete courses, as well as a faster-paced, more abstract courses for future graduate students."
Notes on Diffy Qs: Differential Equations for Engineers,Jiri Lebl,N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=6e486770-606c-4ff6-b268-a78e51c570d3&contributor=&keyword=&subject=,Attribution-ShareAlike,"A first course on differential equations, aimed at engineering students. The prerequisite for the course is the basic calculus sequence. This OER is usable as a standalone textbook or as a companion to a course using another book, such as Edwards and Penney, Differential Equations and Boundary Value Problems: Computing and Modeling or Boyce and DiPrima, Elementary Differential Equations and Boundary Value Problems (section correspondence to these two is given). The author developed and used this book to teach Math 286 and Math 285 at the University of Illinois at Urbana-Champaign. The author also taught Math 20D at the University of California, San Diego with this book. There is enough material to run a two-quarter course, and even a two-semester sequence, depending on lecturer speed."
A Concise Introduction to Logic,"Craig DeLancey, SUNY Oswego",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=17082e35-cf6d-43e1-a5be-7235b2cf8da0&contributor=&keyword=&subject=,Attribution-NonCommercial-ShareAlike,"A Concise Introduction to Logic is an introduction to formal logic suitable for undergraduates taking a general education course in logic or critical thinking, it and is accessible and useful to any interested in gaining a basic understanding of logic.  This text takes the unique approach of teaching logic through intellectual history; the author uses examples from important and celebrated arguments in philosophy to illustrate logical principles.  The text also includes a basic introduction to findings of advanced logic.  As indicators of where the student could go next with logic, the book closes with an overview of advanced topics, such as the axiomatic method, set theory, Peano arithmetic, and modal logic.  Throughout, the text uses brief, concise chapters that readers will find easy to read and to review."
Concepts of Biology - 1st Canadian Edition,"Charles Molnar, Jane Gair",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=a2086095-a679-4e33-b0dd-f5b96192fba1&contributor=&keyword=&subject=,Attribution,"In this survey text, directed at those not majoring in biology, we dispel the assumption that a little learning is a dangerous thing. We hope that by skimming the surface of a very deep subject, biology, we may inspire you to drink more deeply and make more informed choices relating to your health, the environment, politics, and the greatest subject that are all of us are entwined in, life itself. This text also includes 80 interactive H5P activities that you can use to evaluate your understanding as you go."
Introductory Business Statistics with Interactive Spreadsheets - 1st Canadian Edition,"Mohammad Mahbobi, Thompson Rivers University, Thomas K. Tiemann, Elon University",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=2903c1ea-7e71-4db4-9c02-071616a65f1f&contributor=&keyword=&subject=,Attribution,"""Introductory Business Statistics with Interactive Spreadsheets - 1st Canadian Edition"" is an adaptation of Thomas K. Tiemann's book, ""Introductory Business Statistics"". In addition to covering basics such as populations, samples, the difference between data and information, and sampling distributions, descriptive statistics and frequency distributions, normal and t-distributions, hypothesis testing, t-tests, f-tests, analysis of variance, non-parametric tests, and regression basics, the following information has been added: the chi-square test and categorical variables, null and alternative hypotheses for the test of independence, simple linear regression model, least squares method, coefficient of determination, confidence interval for the average of the dependent variable, and prediction interval for a specific value of the dependent variable. This new edition also allows readers to learn the basic and most commonly applied statistical techniques in business in an interactive way -- when using the web version -- through interactive Excel spreadsheets. All information has been revised to reflect Canadian content."
IoT Use Cases and Technologies,"F. John Dian, R. Vahidnia; BCIT",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=b71da430-8abb-45b3-ae10-b35e68bbb09b&contributor=&keyword=&subject=,Attribution-NonCommercial-ShareAlike,"The phrase “Internet of Things"" (IoT) alludes to the billions of physical devices connected to the Internet in order to exchange raw data and analyze the information. This book introduces the IoT use cases and technologies. It uses practical examples to demonstrate the effect of IoT and its potential to change our world, and it discusses the existing wired and wireless communication technologies that have enabled IoT. The book also includes multiple choice and review questions to support student learning and reflection."
Clinical Procedures for Safer Patient Care - Thompson Rivers University Edition,"Renée Anderson, Thompson Rivers University, Glynda Rees Doyle, Jodie Anita McCutcheon, British Columbia Institute of Technology",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=c4d0d418-cca4-47cb-8845-b123152d9c52&contributor=&keyword=&subject=,Attribution,"This open educational resource (OER) was developed to ensure best practice and quality care based on the latest evidence, and to address inconsistencies in how clinical health care skills are taught and practised in the clinical setting. The checklist approach, used in this textbook, aims to provide standardized processes for clinical skills and to help nursing schools and clinical practice partners keep procedural practice current. Each skill/procedure is covered in a chapter that has learning outcomes, a brief overview of the relevant theory, checklists of steps for procedures with the rationale behind each step of the process, and a summary of key takeaways. All checklists, tables and videos are listed and hyperlinked in the appendices."
Human Biology: Human Anatomy and Physiology,"Christine Miller, Thompson Rivers University",N/A,BC Campus,Textbook,N/A,https://open.bccampus.ca/browse-our-collection/find-open-textbooks/?uuid=f64fb7eb-0a69-4492-8bbc-24814ca7e14d&contributor=&keyword=&subject=,Attribution-NonCommercial,"This textbook is ideal for an introductory-level human biology course. It is aligned with the British Columbia Adult Basic Education learning outcomes for Provincial Level Biology, which is the equivalent of Grade 12 Anatomy and Physiology. This textbook begins with an introduction to sciences and the scientific method, and then addresses the human body in increasing scale: from biological molecules, to cells and tissues, to organs and all eleven organ systems, all with an overarching focus on health. The text employs clear writing, case studies for each chapter, interactive self-marking study activities, highlights of Indigenous knowledge and examples, a pop-up glossary, and links to resources for extending learning."
